Unnamed: 0,Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,BoxOfficeStandardize,budget,Net_revenue,rating,BoxOfficeRank,RatingRank,SuccessMetric
51787,739259,/m/0377m8,Blind Date,1987-03-27,39321715.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",1987,0.014129391905424,18000000.0,21321715.0,5.75,0.5546311702717692,0.27647395535203206,0.41555256281190067
51792,24709671,/m/0809y9x,The Conspirator,2010-09-11,15478800.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama"", ""/m/05bh16v"": ""Courtroom Drama""}",2010,0.0055597863768249,25000000.0,-9521200.0,6.550000000000001,0.13782584581253465,0.6009349360809005,0.3693803909467176
51819,1844221,/m/060dpr,El Topo,1970,,124.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/0424mc"": ""Experimental film"", ""/m/02m4t"": ""Existentialism"", ""/m/073_6"": ""Surrealism"", ""/m/01q03"": ""Cult"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n7m"": ""Hybrid Western"", ""/m/02rjkzy"": ""Acid western"", ""/m/0k345"": ""Avant-garde""}",1970,,400000.0,,7.300000000000001,,0.86949055523755,
51826,3383952,/m/098s2w,"Girl, Interrupted",1999-12-08,48350205.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01lrrt"": ""Melodrama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/03bxz7"": ""Biographical film""}",1999,0.017374406108549,40000000.0,8350205.0,7.449999999999999,0.4389905712701054,0.8983018507918337,0.6686462110309696
51839,1954311,/m/068mwz,"Silent Night, Deadly Night",1984-11-09,2491460.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",1984,0.0008918847940781,1065000.0,1426460.0,5.699999999999999,0.32889628397115916,0.2581568402976531,0.29352656213440614
51841,5640372,/m/0dxr5g,Drillbit Taylor,2008-03-20,49690625.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",2008,0.017856179022752,40000000.0,9690625.0,5.6,0.45008319467554075,0.2346880366342301,0.34238561565488546
51866,11337966,/m/02r858_,The Sweet Hereafter,1997,3263585.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/01drsx"": ""Disaster"", ""/m/05bh16v"": ""Courtroom Drama""}",1997,0.0011694014764456,5000000.0,-1736415.0,7.1000000000000005,0.24459234608985025,0.8112955542835337,0.527943950186692
51893,29034540,/m/0dgst_d,My Week with Marilyn,2011-10-09,71986895.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03bxz7"": ""Biographical film"", ""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",2011,0.025869890377221,6400000.0,65586895.0,6.75,0.7465335551858014,0.6777332570120206,0.7121334060989111
51913,31201599,/m/0gj9tn5,Ted,2012-06-29,488965740.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy""}",2012,0.1757401648558608,50000000.0,438965740.0,6.600006945689191,0.9803105934553522,0.6241175348215989,0.8022140641384756
51923,3170260,/m/08wvqf,Waking the Dead,2000-01-22,327418.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03mqtr"": ""Political drama""}",2000,0.0001140861781236,8500000.0,-8172582.0,6.795118374188142,0.15224625623960067,0.6878458309482923,0.4200460435939465
51961,578001,/m/02rxf6,Romancing the Stone,1984-03-30,86572238.0,106.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico"", ""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",1984,0.0311121451941892,10000000.0,76572238.0,6.75,0.7745424292845258,0.6777332570120206,0.7261378431482732
51964,44366,/m/0c2wy,Where the Heart Is,2000-04-28,,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2000,,15000000.0,,6.800000000000001,,0.7025376836481587,
51965,6121312,/m/0fr63l,Mighty Joe Young,1998-12-25,50632037.0,114.0,"{""/m/071fb"": ""Swahili Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",1998,0.018194540732295,90000000.0,-39367963.0,5.800000000000001,0.01774819744869662,0.2961266933791261,0.15693744541391136
51977,13470131,/m/03c6cnv,Expelled: No Intelligence Allowed,2008-04-18,7700000.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n07"": ""Culture & Society"", ""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}",2008,0.0027639349683093,3500000.0,4200000.0,3.9,0.382140876317249,0.02766647586338485,0.20490367609031693
52020,3644661,/m/09rx5c,The Scarlet Empress,1934,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/02p0szs"": ""Historical fiction"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04xvlr"": ""Period piece"", ""/m/087lqx"": ""Pre-Code"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1934,,900000.0,,7.1,,0.8031864148063347,
52089,2420966,/m/07bwjk,Tenacious D in The Pick of Destiny,2006-11-22,13908762.0,94.2,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/01q03"": ""Cult"", ""/m/03v6qx"": ""Stoner film"", ""/m/01z4y"": ""Comedy"", ""/m/0220p9g"": ""Musical comedy""}",2006,0.0049954843053327,22000000.0,-8091238.0,6.65,0.1536328341652801,0.6349933218851365,0.39431307802520826
52117,558970,/m/02pynz,The Secret of NIMH,1982-07-02,14665733.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film""}",1982,0.0052675543465416,7000000.0,7665733.0,7.5,0.4315030504714365,0.9109902690326274,0.6712466597520319
52163,750694,/m/0386bw,Stuart Little 2,2002-07-19,169956806.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",2002,0.0610821742335349,120000000.0,49956806.0,5.450245336918165,0.697171381031614,0.2035871016981492,0.4503792413648816
52185,2222699,/m/06x43v,Rush Hour 3,2007-07-30,258022233.0,91.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",2007,0.0927345946736381,140000000.0,118022233.0,6.15,0.8480310593455352,0.4241556954779622,0.6360933774117488
52212,4087825,/m/0bhc_c,American Outlaws,2001-08-17,13342790.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04cb4x"": ""Revisionist Western"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",2001,0.0047920630046976,35000000.0,-21657210.0,5.800000000000001,0.05518580144204104,0.2961266933791261,0.17565624741058358
52228,294998,/m/01r35n,Home Alone 2: Lost in New York,1992-11-15,358994850.0,120.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",1992,0.1290261092338469,18000000.0,340994850.0,6.599417137611382,0.9661674986134221,0.6077084525853844,0.7869379755994033
52236,4086317,/m/0bh9yc,Razorback,1984-11-02,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror""}",1984,,5500000.0,,5.8,,0.2896393817973669,
52254,1128444,/m/048qfd,The Mother,2003-11-14,,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2003,,2500000.0,,6.5,,0.5731730585766075,
52267,21037,/m/0590l,Meet the Feebles,1989,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0ctw_b"": ""New Zealand""}","{""/m/0gf28"": ""Parody"", ""/m/0vgkd"": ""Black comedy"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out""}",1989,,750000.0,,6.5,,0.5731730585766075,
52278,518928,/m/02kvpf,Secret Window,2004-03-12,92913171.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",2004,0.0333911993489885,40000000.0,52913171.0,6.45,0.709095951192457,0.5548559435222286,0.6319759473573427
52289,70647,/m/0j90s,Guess Who's Coming to Dinner,1967-12-11,56666667.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03p5xs"": ""Comedy of manners"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1967,0.0203635036552871,4000000.0,52666667.0,7.699999999999999,0.7082640044370494,0.9470520892959359,0.8276580468664927
52301,8481,/m/02c6d,Dressed to Kill,1980-06-23,31899000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/02js9"": ""Erotica"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",1980,0.0114615243438773,6500000.0,25399000.0,6.949999999999999,0.5837493067110372,0.744037397443236,0.6638933520771366
52308,22729553,/m/05zy3sc,The Blind Side,2009-11-17,309208309.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/0hj3n84"": ""Inspirational Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01f9r0"": ""Docudrama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",2009,0.1111318619489228,29000000.0,280208309.0,7.4,0.9528563505268997,0.8898111047510017,0.9213337276389506
52312,35615581,/m/0jkzv01,The Hunt,2012-05-20,,115.0,"{""/m/0295r"": ""Danish Language""}","{""/m/0k6nt"": ""Denmark""}","{""/m/07s9rl0"": ""Drama""}",2012,,3800000.0,,6.1,,0.4016409082236215,
52328,24388527,/m/07s4nv0,Of Unknown Origin,1983-11-24,1080470.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/0hj3n7f"": ""Horror Comedy""}",1983,0.0003847476548148,4000000.0,-2919530.0,6.0,0.223516361619523,0.3644342682694142,0.2939753149444686
52330,396470,/m/023byx,The Banger Sisters,2002-09-08,38068353.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",2002,0.0136789093228817,10000000.0,28068353.0,5.6,0.5973377703826955,0.2346880366342301,0.4160129035084628
52343,3667955,/m/09tcg4,Angela's Ashes,1999-12-25,13042112.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland""}","{""/m/017fp"": ""Biography"", ""/m/02h8pkk"": ""Family Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama""}",1999,0.0046839935068561,25.0,13042087.0,7.15,0.48696616749861343,0.8204541118107231,0.6537101396546683
52361,488623,/m/02gk59,Dr. Phibes Rises Again,1972,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",1972,,75000.0,,6.25,,0.4626979584048846,
52372,20869325,/m/07xxhc,The Tortoise and the Hare,1935,,9.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film""}",1935,,32671.0,,6.949999999999999,,0.744037397443236,
52374,1405697,/m/04zzjh,Don't Look Now,1973-10-16,,110.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/02js9"": ""Erotica"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense""}",1973,,1500000.0,,7.1,,0.8031864148063347,
52411,161880,/m/015gm8,Hud,1963,,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",1963,,2500000.0,,7.6,,0.9318832283915284,
52421,2933385,/m/08dl83,Freddy's Dead: The Final Nightmare,1991-09-13,34872033.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",1991,0.012530089996756,11000000.0,23872033.0,4.9,0.5709927897947865,0.09463842778095784,0.3328156087878722
52439,12213090,/m/02vw2b6,Traitor,2008-08-21,27640957.0,114.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",2008,0.0099311012041809,22000000.0,5640957.0,6.75,0.403771491957848,0.6777332570120206,0.5407523744849343
52473,3237559,/m/090fjm,The Texas Chainsaw Massacre: The Beginning,2006-10-06,51764406.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0b7z1vt"": ""Road-Horror""}",2006,0.0186015360867982,16000000.0,35764406.0,5.85,0.6433721575152523,0.3081473001335623,0.4757597288244073
52492,15103329,/m/03hhhx_,Over Her Dead Body,2008-02-01,21458111.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n62"": ""Heavenly Comedy"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",2008,0.0077088665795943,10000000.0,11458111.0,5.3,0.4717138103161398,0.16008395344399923,0.31589888188006954
52495,168929,/m/016mhd,Billy Elliot,2000-10-03,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/04dn71w"": ""Dance"", ""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3mxx"": ""Childhood Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama""}",2000,,5000000.0,,7.550000000000001,,0.9237740889143293,
52553,16936786,/m/0412p80,She's Out Of My League,2010-03-11,49219151.0,104.0,"{""/m/0cjk9"": ""Ukrainian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",2010,0.017686722133903,20000000.0,29219151.0,6.15,0.6062118691070438,0.4241556954779622,0.5151837822925031
52554,1335380,/m/04tng0,Exodus,1960-12-15,,212.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02kdv5l"": ""Action"", ""/m/03mqtr"": ""Political drama""}",1960,,4000000.0,,6.800000000000001,,0.7025376836481587,
52561,3768444,/m/09z_0w,Mercenary for Justice,2006-04-25,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa"", ""/m/0j11"": ""Aruba""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",2006,,15000000.0,,4.15,,0.03758824651784011,
52567,1122030,/m/047ytl,Midnight Run,1988-07-11,81600000.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",1988,0.0293250265363275,30000000.0,51600000.0,7.35,0.7041042706600111,0.8780767029192902,0.7910904867896507
52669,230839,/m/01hl5g,Mickey's Christmas Carol,1983,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hj3myq"": ""Children's/Family""}",1983,,3000000.0,,7.8,,0.9630795649685174,
52695,35119673,/m/0j654v3,Superman vs. The Elite,2012-06-12,,76.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0hcr"": ""Animation""}",2012,,3500000.0,,6.8,,0.6942377408891433,
52726,32165121,/m/0djb3rk,Deep Space,1988,,91.0,{},"{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/059j2"": ""Netherlands""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1988,,1500000.0,,4.15,,0.03758824651784011,
52773,217800,/m/01fx4k,Women in Love,1969-09,,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n16"": ""Erotic Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece""}",1969,,1250000.0,,6.5,,0.5731730585766075,
52778,3947481,/m/0b83jp,The Great Debaters,2007-12-11,30236407.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvlr"": ""Period piece"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n84"": ""Inspirational Drama""}",2007,0.0108639562124382,15000000.0,15236407.0,7.2,0.5055463117027177,0.8384850219423774,0.6720156668225475
52780,4052442,/m/0bfplj,Sunset,1988-04-29,4594452.0,102.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller""}",1988,0.0016477408573908,16000000.0,-11405548.0,5.65,0.11813643926788686,0.2471856515932074,0.18266104543054712
52821,31306731,/m/0gjcrrw,I Don't Know How She Does It,2011-09-15,30551495.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2011,0.0109772049434258,24000000.0,6551495.0,5.0,0.41486411536328344,0.11018889524899829,0.26252650530614086
52837,8829625,/m/0dkhyx,Rocket Man,1997-10-10,15448043.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",1997,0.0055487317152097,16000000.0,-551957.0,5.65,0.2689961175818081,0.2471856515932074,0.25809088458750773
52840,30181713,/m/0g4r6wn,Arctic Blast,2010-08-04,,92.0,{},"{""/m/0chghy"": ""Australia"", ""/m/0d060g"": ""Canada"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/01drsx"": ""Disaster"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/03q4nz"": ""World cinema""}",2010,,5000000.0,,4.2,,0.04083190230871971,
52915,837494,/m/03fr7b,Boiler Room,2000-02-18,28780255.0,120.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",2000,0.0103405869755106,26000000.0,2780255.0,6.75,0.35829173599556297,0.6777332570120206,0.5180124965037918
52967,367085,/m/0202hr,Atlantis: The Lost Empire,2001-06-03,186053725.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0hqxf"": ""Family Film""}",2001,0.0668677187466874,120000000.0,66053725.0,6.799770667169844,0.7484747642817526,0.6882274375119252,0.7183511008968388
